name	modalities	tags	used_in	url	licenses	pii_removal	robots_filtering	version	raw_dir	processed_dir	tokenized_dir	processing_script	tokenization_script	dumps_preparation_script	chunking_script	notes	pocs
mlfoundations/MINT-1T-ArXiv	image	pre-training	v1.5	https://huggingface.co/datasets/mlfoundations/MINT-1T-ArXiv/tree/7c5b00ffd5b563071010c3bf2082b4a8f836eb72	CC-BY-4.0	Yes	Yes	7c5b00ffd5b563071010c3bf2082b4a8f836eb72								Only the ArXiv subset was used in the Stage 3 / cooldown sheets: the row named "mlfoundations/MINT-1T" points at MINT-1T-ArXiv and at .../hf___mlfoundations___MINT-1T-ArXiv___processed. The HTML subset appears as its own Stage 1 row (MINT-1T-HTML); the PDF subset is absent. Indicated by the upstream URL and path rather than by a comment.	
liboaccn/MIT-10M	image	pre-training	v1.5, v2	https://huggingface.co/datasets/liboaccn/MIT-10M	Apache-2.0	No	No	bcba6b2651771c69f93e000486c2baa0896d32c3	/capstor/store/cscs/swissai/infra01/vision-datasets/processed/hf___liboaccn___MIT-10M___recap		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_mit_10m_recap_perlang						
Shopify/product-catalogue	image	pre-training	v1.5	https://huggingface.co/datasets/Shopify/product-catalogue	Apache-2.0	No	No	d5c517c509f5aca99053897ef1de797d6d7e5aa5									
HuggingFaceM4/WebSight_V0.2	image	pre-training	v1.5, v2	https://huggingface.co/datasets/HuggingFaceM4/WebSight/viewer/v0.2/train?row=0	CC-BY-4.0	No	No	b11f8172f89c992b56ac702319e02c428cca4a4e	/capstor/store/cscs/swissai/infra01/vision-datasets/raw/stage2/hf___HuggingFaceM4___WebSight		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_websight						
BLIP3o/BLIP3o-Pretrain-Long-Caption	image	pre-training	v1.5, v2	https://huggingface.co/datasets/BLIP3o/BLIP3o-Pretrain-Long-Caption	Apache-2.0	No	No	e4d07091a466d1a1e35a9b0c61caddc78d14a059	/capstor/store/cscs/swissai/infra01/vision-datasets/raw/stage2/hf___Salesforce___blip3-grounding-50m___recap		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_blip3o_long_caption						
mvp-lab/LLaVA-OneVision-1.5-Mid-Training-85M	image	pre-training	v1.5, v2	https://huggingface.co/datasets/mvp-lab/LLaVA-OneVision-1.5-Mid-Training-85M	Apache-2.0	No	Yes	c5218cad785eba7d218137e8ce4997bda568a050	/capstor/store/cscs/swissai/infra01/vision-datasets/raw/stage2/mvp-lab__LLaVA-OneVision-1.5-Mid-Training-85M		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_llava85m_midtrain						
CSU-JPG/TextAtlas5M	image	pre-training	v1.5	https://huggingface.co/datasets/CSU-JPG/TextAtlas5M	Mixed, MIT	No	No	f9f2a0f5000fbb078f718197acb45cfb9ceed551									
Spawning/pd12m-full	image	pre-training	v1.5, v2	https://huggingface.co/datasets/Spawning/pd12m-full	CDLA-Permissive-2.0	No	No	7bda6bfe13c6a39fd0a286adced5df1228041720	/capstor/store/cscs/swissai/infra01/vision-datasets/processed/hf___Spawning___pd12m-full___recap		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_pd12m_full_recap2						
FreedomIntelligence/TCM-Pretrain-Data-ShizhenGPT	image	pre-training	v1.5	https://huggingface.co/datasets/FreedomIntelligence/TCM-Pretrain-Data-ShizhenGPT	Apache-2.0	No	No	db4874ce4e322f47432fe322c558e516c5aad71e									
UCSC-VLAA/Recap-DataComp-1B	image	pre-training	v1.5, v2	https://huggingface.co/datasets/UCSC-VLAA/Recap-DataComp-1B	CC-BY-4.0	No	Yes	457c44d98651bcfdfb3cc8695f5e60a0d2705e78	/capstor/store/cscs/swissai/infra01/vision-datasets/raw/stage2/hf___UCSC-VLAA___Recap-DataComp-1B___recap_p1		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_recap_datacomp_1b						
vector-institute/open-pmc-18m	image	pre-training	v1.5	https://huggingface.co/datasets/vector-institute/open-pmc-18m	MIT	No	No	0d97c202058f2ac1b33438ec35e4b37b31ad3a41									
allenai/pixmo-cap	image	pre-training	v1.5	https://huggingface.co/datasets/allenai/pixmo-cap	ODC-BY-1.0	Yes	Yes	edce6390d9d5be6c8db0d863fbe62718c88988a4									
bytedance-research/UNO-1M	image	pre-training	v1.5, v2	https://huggingface.co/datasets/bytedance-research/UNO-1M	Apache-2.0	No	No	f25bb61db6d6d66d82f41d1e613c0e04ba342e84	/capstor/store/cscs/swissai/infra01/vision-datasets/processed/hf___bytedance-research___UNO-1M___recap		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_uno_1m_recap_v3						
ma-xu/fine-t2i	image	pre-training	v1.5	https://huggingface.co/datasets/ma-xu/fine-t2i	Apache-2.0	No	No	28fdd5663ee202b5cafc01d6ed08a03f14957854									
allenai/Molmo2-MultiImageQA	image	pre-training	v1.5	https://huggingface.co/datasets/allenai/Molmo2-MultiImageQA	ODC-By	No	No	f47ca3644d394b548be07a68d5a6fc0275924f08									
mint-medmax/medmax_data	image	pre-training	v1.5	https://huggingface.co/datasets/mint-medmax/medmax_data	Mixed, Apache-2.0	No	No	2a63fb4d5e57bbf30a130976825fadf95ea95ebb								Includes third-party sources, filtering out entire subsets — subset-level exclusion, but the excluded subsets are not named in the sheet. pubmedvision-it, pubmedvision-alignment, path-vqa, vqa-rad, selected on the per-sample `source` field of train.jsonl/validation.jsonl; all other MedMax sources dropped	
google/docci	image	pre-training	v1.5	https://huggingface.co/datasets/google/docci	CC-BY-4.0	No	No	a0a43eaf34676ffd008fb6565dd8c2ba00d09100									
OleehyO/latex-formulas-80M	image	pre-training	v1.5	https://huggingface.co/datasets/OleehyO/latex-formulas-80M	Apache-2.0	No	No	5cd783320b0092caa85720a85d86595f42df043b									
common-canvas/commoncatalog-cc-by	image	pre-training	v1.5, v2	https://huggingface.co/datasets/common-canvas/commoncatalog-cc-by	CC-BY-4.0, Mixed	No	Yes	80f50fe4a1ca937f37a11be3f8eee5199d776ff3	/capstor/store/cscs/swissai/infra01/vision-datasets/processed/hf___common-canvas___commoncatalog-cc-by___recap		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_commoncatalog_recap_v2					rows whose `licenseurl` is exactly http://creativecommons.org/licenses/by/2.0/ (ALLOWED_LICENSE_URLS); every other licence URL was skipped	
openmed-community/multicare-case-images	image	pre-training	v1.5	https://huggingface.co/datasets/openmed-community/multicare-case-images	Mixed	No	No	c8517124928d2fe3651ee6cb6c560fce66e02344								Contains an NC subset, which was excluded — but by per-sample license filtering rather than by dropping the subset wholesale. per-image `license` column filtering, kept CC BY images	
OpenFace-CQUPT/FaceCaption-15M	image	pre-training	v1.5	https://huggingface.co/datasets/OpenFace-CQUPT/FaceCaption-15M	CC-BY-4.0	No	No	3ed92d90f7fc7199b47c4da17c6863b1a175f380									
Salesforce/blip3-grounding-50m	image	pre-training	v1.5, v2	https://huggingface.co/datasets/Salesforce/blip3-grounding-50m	Apache-2.0	No	Yes	4d622c4f19b8a6b91ad914caf343306e363ff79b									
openmed-community/multicare-images	image	pre-training	v1.5	https://huggingface.co/datasets/openmed-community/multicare-images	CC-BY-4.0	No	No	5c954c4fbf9abdcb55053488dab6c1ef142796b5								Contains an NC subset, which was excluded — but by per-sample license filtering rather than by dropping the subset wholesale.	
UCSC-VLAA/MedTrinity-25M	image	pre-training	v1.5	https://huggingface.co/datasets/UCSC-VLAA/MedTrinity-25M	Mixed	No	No	89e5c684794e5c4cc1af9e8f1a7798af7c937dbf								Only the 9 allow-listed source subsets in medical/adapters/medtrinity.py (allowed_sources): deeplesion, brats24, brats, pmc_oa, breast_histo, brats_24, NCT-CRC-HE-100K, adc22, nih_chest. All other sources are commented out and excluded (sammed, ct_rate, PTCGA, TCGA, bhx, cr_rate, VALSET, chexpert, pmc_vqa, uls23, ihc4bc, padchest, kipa22_kits23_cervix, CISC, flare23, MAMA-MIA, quilt_1m, quilt_llava, llava_med_data, 2u1-data5-nature, 4u8_data2_nature). The same filtering was reused in Stage 2 and in the cooldown mixture. deeplesion, brats, brats24, brats_24, pmc_oa, breast_histo, NCT-CRC-HE-100K, adc22, nih_chest (`allowed_sources`); the rest was dropped (sammed, ct_rate, PTCGA, TCGA, bhx, cr_rate, VALSET, chexpert, pmc_vqa, uls23, ihc4bc, padchest, kipa22_kits23_cervix, CISC, flare23, MAMA-MIA, quilt_1m, quilt_llava, llava_med_data, 2u1-data5-nature, 4u8_data2_nature)	
MBZUAI/GeoChat_Instruct	image	pre-training	v1.5	https://huggingface.co/datasets/MBZUAI/GeoChat_Instruct	Apache-2.0	No	No	8eb13307eabc7fa9c1f8b0e61e372a327ccd68b1									
SlytherinGe/RSTeller	image	pre-training	v1.5	https://huggingface.co/datasets/SlytherinGe/RSTeller	Apache-2.0	No	No	a03b35f1bc9a3ac14ae93724d175c2611f1bba5b									
wangzhecheng/SkyScript	image	pre-training	v1.5	https://github.com/wangzhecheng/SkyScript	MIT	No	No	b16d2e76c5a0cdd644e2422a4446fb092d2dc1e4									
google/MapTrace	image	pre-training	v1.5	https://huggingface.co/datasets/google/MapTrace	CC-BY-4.0	No	No	8dd60adfde2f189768f27204c78ec44af07a67bf									
axiong/pmc_oa	image	pre-training	v1.5	https://huggingface.co/datasets/axiong/pmc_oa	Unknown	No	No	1d2296e9c022a24e82a47e524d53f0915b98c926								Only the non-NC/SA PMC Open Access collections — written as "on_comm/timeboud" in the sheet, i.e. the Commercial-Use-Allowed collection plus the time-bound-license collection. The "Non-Commercial Use Only" collection was excluded. Stage 2 restates this as "Only permissive subset was used". bulk downloaded from PMC Open Access commercial-use (CC-BY/CC0): https://pmc.ncbi.nlm.nih.gov/tools/openftlist/	
RFMiD 2	image	pre-training	v1.5	https://zenodo.org/records/7505822	CC-BY-4.0	No	No	Version 1									
alkzar90/NIH-Chest-X-ray-dataset	image	pre-training	v1.5	https://huggingface.co/datasets/alkzar90/NIH-Chest-X-ray-dataset	CC0 1.0 Universal	No	No	36778e3b0e4f4b4fad31d1728d6190f3eda5b543									
madebyollin/megalith-10m	image	pre-training	v1.5, v2	https://huggingface.co/datasets/madebyollin/megalith-10m	MIT	No	Yes	1e65a79953396f6d05f60eba4cc564541ad4be8c	/capstor/store/cscs/swissai/infra01/vision-datasets/processed/hf___aipicasso___megalith-10m-florence2___downloaded		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_megalith_10m_florence2						
m-a-p/PIN-200M	image	pre-training	v1.5, v2	https://huggingface.co/datasets/m-a-p/PIN-200M	Apache-2.0	No	No	0518ee384f3afbbc594f68c428667b86847327e8	/capstor/store/cscs/swissai/infra01/vision-datasets/raw/stage2/hf___m-a-p___PIN-200M		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/interleave_pin_200m						
cyberagent/crello	image	pre-training	v1.5	https://huggingface.co/datasets/cyberagent/crello	CDLA-Permissive-2.0	No	No	7997e2f434ee4aa73cf4cdf22c5954cb175872e1									
IGNF/FLAIR-HUB	image	pre-training	v1.5	https://huggingface.co/datasets/IGNF/FLAIR-HUB/tree/main	Etalab Open License 2.0	No	No	8275163f72f0eed69050a703925791b7c3577f10									
IGN	image	pre-training	v1.5	https://geoservices.ign.fr/planign	Etalab Open License 2.0	No	No	Not versioned									
Swisstopo (map-sat)	image	pre-training	v1.5	https://www.geo.admin.ch/de/wms-verfuegbare-dienste-und-daten	Open Government Data	No	No	Not versioned — Fix release									
artefactory/Argimi-Ardian-Finance-10k-text-image	image	pre-training	v1.5	https://huggingface.co/datasets/artefactory/Argimi-Ardian-Finance-10k-text-image	CC-BY-4.0	No	No	d019db455ff58bc14cae72422c4fc3ef0c301ea7									
Mitsua/art-museums-pd-440k	image	pre-training	v1.5	https://huggingface.co/datasets/Mitsua/art-museums-pd-440k	CC-BY-4.0	No	No	fba945da78b36262eb9272067197cc28d06cffbf									
bitmind/open-images-v7	image	pre-training	v1.5, v2	https://huggingface.co/datasets/bitmind/open-images-v7	CC-BY	No	No	4518ecd40f8f9ef66ee4356be438f840c714e95a	/capstor/store/cscs/swissai/infra01/vision-datasets/processed/hf___bitmind___open-images-v7___recap		/capstor/store/cscs/swissai/infra01/vision-datasets/Apertus1p5_stage2_tokenized/8B/img2txt_openimages_v7_recap						
ibm-granite/ChartNet	image	pre-training	v1.5	https://huggingface.co/datasets/ibm-granite/ChartNet	NC	No	No	52832dd476c9a7a7b01c20245e952958cef1e2b2								core_permissive/*.parquet only (252 files, ~378 GB, CDLA-Permissive-2.0); other subsets excluded	
gh___nrc-cnrc___COVID-US	image	pre-training	v1.5	https://github.com/nrc-cnrc/COVID-US	Mixed	No	No	caf3aca8dcc17a43ba7c0088f36aba968c7d741e								Source-level filtering: subsets with an explicit NC/SA license were dropped (The POCUS Atlas, CC BY-NC 4.0; LITFL, CC BY-NC-SA 4.0; Radiopaedia, CC BY-NC-SA 3.0). Kept the sources without stated restrictions (ButterflyNetwork, GrepMed, CoreUltrasound, Clarius, University of Florida, scientific publications). Stage 2 adds "used the second half of the dataset".	
kg___dasmehdixtr___ddti-thyroid-ultrasound-images	image	pre-training	v1.5	https://www.kaggle.com/datasets/dasmehdixtr/ddti-thyroid-ultrasound-images	Unknown	No	No	Version 1									
kg___sabahesaraki___breast-ultrasound-images-dataset	image	pre-training	v1.5	https://www.kaggle.com/datasets/sabahesaraki/breast-ultrasound-images-dataset	Unknown	No	No	Version 1									
hf___google___scin	image	pre-training	v1.5	https://huggingface.co/datasets/google/scin	Other	No	No	996257142f7517fb8991a28cfba46ec4e3f530a9									
fs___SLID-E	image	pre-training	v1.5	https://figshare.com/articles/dataset/_i_SLID-E_Slit_Lamp_Image_Dataset_for_Epiphora_-_A_Benchmark_Resource_for_Automated_Tear_Overflow_Analysis_i_/26172919	MIT, CC-BY-4.0	No	No	Version 2									
fs___Open_UFI_and_clinical_IQA	image	pre-training	v1.5	https://springernature.figshare.com/articles/dataset/Open_ultrawidefield_fundus_image_dataset_with_disease_diagnosis_and_clinical_image_quality_assessment/26936446?file=49014559	CC-BY	No	No	Single release 2024-11-20									
kg___abhii1929___isic-skin-disease-image-dataset-4-classes	image	pre-training	v1.5	https://www.kaggle.com/datasets/abhii1929/isic-skin-disease-image-dataset-4-classes?select=Melanoma-20250628T115753Z-1-001	Apache-2.0	No	No	Version 1								Only the permissive subset "SLICE-3D Permissive"; the CC BY-NC portion of the ISIC 2024 challenge data was excluded.	
zn___MedMNIST	image	pre-training	v1.5	https://zenodo.org/records/10519652	CC-BY-4.0	No	No	Version 3.0									
zn___MedPix-2	image	pre-training	v1.5	https://zenodo.org/records/12624810	CC-BY-4.0	No	No	Version v1									
kg___masoudnickparvar___brain-tumor-mri-dataset	image	pre-training	v1.5	https://www.kaggle.com/datasets/masoudnickparvar/brain-tumor-mri-dataset	CC-BY-4.0	No	No	Version 2									
kg___orvile___annotated-ultrasound-liver-images-dataset	image	pre-training	v1.5	https://www.kaggle.com/datasets/orvile/annotated-ultrasound-liver-images-dataset	CC-BY-4.0	No	No	Version 2									
kg___sovitrath___diabetic-retinopathy-2015-data-colored-resized	image	pre-training	v1.5	https://www.kaggle.com/datasets/sovitrath/diabetic-retinopathy-2015-data-colored-resized	CC0 1.0 Universal	No	No	Version 2									
gh___dataset-ninja___ebhi-seg	image	pre-training	v1.5	https://github.com/dataset-ninja/ebhi-seg	CC-BY-4.0	No	No	7b3202bbb2ab33ba48e3fdaf645cdeaccc993c04									
zn___NCT-CRC-HE-100K	image	pre-training	v1.5	https://zenodo.org/records/1214456	CC-BY-4.0	No	No	Version v0.1									
MMammoTH	image	pre-training	v1.5	https://huggingface.co/datasets/MAmmoTH-VL/MAmmoTH-VL-Instruct-12M/tree/bac8f77cb8a8f9c4d0de407c6e3a589bd722562a	Apache-2.0	No	No	bac8f77cb8a8f9c4d0de407c6e3a589bd722562a								All subsets except Camel-Math ("without Camel-Math").	
HoloAssist	image	pre-training	v1.5	https://holoassist.github.io/	Unknown	No	No	Not versioned — Fix release									
Copernicus-Bench-bigearthnet	image	pre-training	v1.5	The Copernicus-Bench dataset is composed of 15 subsets that have either a CC0 1.0, CC BY 4.0, MIT, or CDLA-Permissive-1.0 license, all of which are permissive.	Mixed	No	No	a287ab1b414d2bff99557166988571c5885ed81a								3 of the 15 benchmark subsets were used, one dataset row each: BigEarthNet, DFC2020, EuroSAT. Not used: Cloud-S2, Cloud-S3, LC100Cls-S3, LC100Seg-S3, Flood-S1, LCZ-S2, Biomass-S3, AQ-NO2-S5P, AQ-O3-S5P. Indicated by the per-subset dataset naming and paths rather than by a comment.l2_eurosat_s1s2/eurosat_s2.zip (EuroSAT S2, MIT), l2_dfc2020_s1s2/dfc2020.zip (DFC2020, S2 bands only), BigEarthNet-S2 (CDLA-Permissive, restricted to the patch list in l2_bigearthnet_s1s2/metadata-5%.parquet); other subsets dropped	
Copernicus-Bench-dfc2020	image	pre-training	v1.5	https://huggingface.co/datasets/wangyi111/Copernicus-Bench/tree/a287ab1b414d2bff99557166988571c5885ed81a	Mixed	No	No	a287ab1b414d2bff99557166988571c5885ed81a								3 of the 15 benchmark subsets were used, one dataset row each: BigEarthNet, DFC2020, EuroSAT. Not used: Cloud-S2, Cloud-S3, LC100Cls-S3, LC100Seg-S3, Flood-S1, LCZ-S2, Biomass-S3, AQ-NO2-S5P, AQ-O3-S5P. Indicated by the per-subset dataset naming and paths rather than by a comment.l2_eurosat_s1s2/eurosat_s2.zip (EuroSAT S2, MIT), l2_dfc2020_s1s2/dfc2020.zip (DFC2020, S2 bands only), BigEarthNet-S2 (CDLA-Permissive, restricted to the patch list in l2_bigearthnet_s1s2/metadata-5%.parquet); other subsets dropped	
Copernicus-Bench-eurosat	image	pre-training	v1.5	https://huggingface.co/datasets/wangyi111/Copernicus-Bench/tree/a287ab1b414d2bff99557166988571c5885ed81a	Mixed	No	No	a287ab1b414d2bff99557166988571c5885ed81a								3 of the 15 benchmark subsets were used, one dataset row each: BigEarthNet, DFC2020, EuroSAT. Not used: Cloud-S2, Cloud-S3, LC100Cls-S3, LC100Seg-S3, Flood-S1, LCZ-S2, Biomass-S3, AQ-NO2-S5P, AQ-O3-S5P. Indicated by the per-subset dataset naming and paths rather than by a comment.l2_eurosat_s1s2/eurosat_s2.zip (EuroSAT S2, MIT), l2_dfc2020_s1s2/dfc2020.zip (DFC2020, S2 bands only), BigEarthNet-S2 (CDLA-Permissive, restricted to the patch list in l2_bigearthnet_s1s2/metadata-5%.parquet); other subsets dropped	
OWID/articles	image	pre-training	v1.5	https://ourworldindata.org/ (scraped)	Unknown	No	No	Not versioned									
OWID/data_insights	image	pre-training	v1.5	https://ourworldindata.org/ (scraped)	Unknown	No	No	Not versioned									
OWID/grapher	image	pre-training	v1.5	https://ourworldindata.org/ (scraped)	Unknown	No	No	Not versioned									
YangQiee/HQ-50K	image	pre-training	v1.5	https://huggingface.co/datasets/YangQiee/HQ-50K/tree/1c501522f77594726b00b5943f1804c600e0230d	CC-BY-4.0	No	No	1c501522f77594726b00b5943f1804c600e0230d									
swissai___nasa	image	pre-training	v1.5	https://www.nasa.gov/ (scraped)	Unknown	No	No	Not versioned								shard rows with license == "PD", all ESA-joint and UNCLEAR-licence samples dropped	
WAFFLE (Not yet merged)	image	pre-training	v1.5	https://tau-vailab.github.io/WAFFLE/	Unknown	No	No	Not versioned — Fix release								permissive/ parquet bucket only (Public Domain + CC0 + CC-BY); the sa/ bucket (CC-BY-SA), NC/ND/unknown dropped	
swissai___smithsonian___open_access	image	pre-training	v1.5	https://www.si.edu/openaccess	CC0	No	No	Not versioned									
Dailymed SPL	image	pre-training	v1.5	https://dailymed.nlm.nih.gov/dailymed/spl-resources-all-drug-labels.cfm	Unknown	No	No	Monthly release									
allenai/pixmo-point-explanations	image	pre-training	v1.5	https://huggingface.co/datasets/allenai/pixmo-point-explanations/tree/08a566fa00747e4c1c7e8481c350763b469c209c	ODC-By	No	No	08a566fa00747e4c1c7e8481c350763b469c209c									
Visual Genome	image	pre-training	v1.5	https://huggingface.co/datasets/ranjaykrishna/visual_genome/tree/65bc9e7e7353fff750326c9523e384701934e530	CC-BY-4.0	No	No	65bc9e7e7353fff750326c9523e384701934e530									
nicola_handwriting-data	image	pre-training	v1.5		Apache 2.0 (in house generated)	No	No	Not versioned — Fix release (Internal (code defined))									
nicola_handwriting-slides	image	pre-training	v1.5		Apache 2.0 (in house generated)	No	No	Not versioned — Fix release (Internal (code defined))									
nllg/DaTikZ-V4	image	pre-training	v1.5	https://huggingface.co/datasets/nllg/DaTikZ-V4/tree/33734c83608211682be11001a1618856fc1979dd	Apache-2.0	No	No	33734c83608211682be11001a1618856fc1979dd									
DataProvenanceInitiative/Commercial-Flan-Collection-Flan-2021	text	pre-training	v1	https://huggingface.co/datasets/DataProvenanceInitiative/Commercial-Flan-Collection-Flan-2021	other	No		09750144b0a3b96279f35f0f50c6a4e98efead14									
DataProvenanceInitiative/Commercial-Flan-Collection-SNI	text	pre-training	v1	https://huggingface.co/datasets/DataProvenanceInitiative/Commercial-Flan-Collection-SNI	other	No		0e5120e9812fa6e23526e9772b79cfedcfb57eec									
DataProvenanceInitiative/Commercial-Flan-Collection-Chain-Of-Thought	text	pre-training	v1	https://huggingface.co/datasets/DataProvenanceInitiative/Commercial-Flan-Collection-Chain-Of-Thought	other	No		866a15d126cc7931b51a45afa7b22e8d7bada21d									
DataProvenanceInitiative/Commercial-Flan-Collection-Dialog	text	pre-training	v1	https://huggingface.co/datasets/DataProvenanceInitiative/Commercial-Flan-Collection-Dialog	other	No		b32db840b53004698164fd81f4d2629dd6cb1c4e									
manu/project_gutenberg	text	pre-training	v1	https://huggingface.co/datasets/manu/project_gutenberg	other			164853d214065df26a630ee1ab91a0c39e461caf									
bigcode/starcoderdata	text	pre-training	v1	https://huggingface.co/datasets/bigcode/starcoderdata	other			9fc30b578cedaec69e47302df72cf00feed7c8c4									
HuggingFaceFW/clean-wikipedia	text	pre-training	v1	https://huggingface.co/datasets/HuggingFaceFW/clean-wikipedia	cc-by-sa-4.0			bdcc12d6d792e07c08811254a84819b4a6cc1f09									
common-pile/stackv2_edu_filtered	text	pre-training	v1	https://huggingface.co/datasets/common-pile/stackv2_edu_filtered	mix	No	Yes	c354dbe88469a1153e97c6a63ac50591849654de									
swiss-ai/apertus-pretrain-poisonandcanaries	text	pre-training	v1	https://huggingface.co/datasets/swiss-ai/apertus-pretrain-poisonandcanaries	apache-2.0			c8bce367fe3fede0df7e559f1065cc0e55790ef6									
utter-project/EuroBlocks-SFT-Synthetic-1124	text	pre-training	v1	https://huggingface.co/datasets/utter-project/EuroBlocks-SFT-Synthetic-1124	qwen, apache-2.0, llama3			59966c60a81b0ce54d203732f81590a283aea43e									
Helsinki-NLP/europarl	text	pre-training	v1	https://huggingface.co/datasets/Helsinki-NLP/europarl	unknown			ab45e286aef3fb5780067100cb5a1132b52b7949									
HuggingFaceFW/fineweb	text	pre-training	v1	https://huggingface.co/datasets/HuggingFaceFW/fineweb	odc-by			0f039043b23fe1d4eed300b504aa4b4a68f1c7ba									
HuggingFaceFW/fineweb-edu	text	pre-training	v1, v2	https://huggingface.co/datasets/HuggingFaceFW/fineweb-edu	odc-by			4863ab07d7520451e6f73e2912ad8bfee7d97c11									
jhu-clsp/paradocs	text	pre-training	v1	https://huggingface.co/datasets/jhu-clsp/paradocs	apache-2.0			f80095affa44545d18d0d64a574f9b8679017196									
epfml/FineWeb2-HQ	text	pre-training	v1	https://huggingface.co/datasets/epfml/FineWeb2-HQ	odc-by	Yes	Yes	c0c06e94fd3a44ae9e802b2b0fc533817601eb5e									Bettina
epfml/FineWeb2-HQ_version_af9c1	text	pre-training	v2	https://huggingface.co/datasets/epfml/FineWeb2-HQ	odc-by	Yes	Yes	af9c13333eb981300149d5ca60a8e9d659b276b9									
mlfoundations/dclm-baseline-1.0	text	pre-training	v2	https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/	CC-BY-4.0	Yes	Yes	a3b142c183aebe5af344955ae20836eb34dcf69b									
LLM360/TxT360	text	pre-training		https://huggingface.co/datasets/LLM360/TxT360	odc-by	Yes	Yes	3337c47e3c09726092745da02aac0b6a7da055ed								Not used -- Weak ablations	
HuggingFaceFW/finephrase	text	pre-training		https://huggingface.co/datasets/HuggingFaceFW/finephrase	odc-by			78cf4a5ed0099214979c094c963e699c19163838								Not used -- Weak ablations	
Nemotron-Pretraining-Specialized-v1_2	text	pre-training	v2	https://huggingface.co/datasets/nvidia/Nemotron-Pretraining-Specialized-v1.2	CC-BY-4.0			807afc1fa65c441d46ebc7d9b95295a35499a527									
Nemotron-Pretraining-Specialized-v1	text	pre-training	v2	https://huggingface.co/datasets/nvidia/Nemotron-Pretraining-Specialized-v1	CC-BY-4.0			9ed3718b5f2ae29074c5e34e64115432b7c4320f									
open-papers	text	pre-training	v2														
HPLT_4_0	text	pre-training	v2	https://hplt-project.org/datasets/v4.0	CC0-1.0	Yes	Yes	v4.0									
HuggingFaceFW/finetranslations-edu	text	pre-training	v2	https://huggingface.co/datasets/HuggingFaceFW/finetranslations-edu	odc-by	Yes	Yes	93f3d2c7b74d7a0a98802f298c63f3d63282a7df									
MaLA-LM/FineOPUS-Original	text	pre-training	v2	https://huggingface.co/datasets/MaLA-LM/FineOPUS-Original	odc-by	Yes	Yes	f696539b409f1247023ff14e84800266cec89f6e									
openbmb/UltraData-Math	text	pre-training	v2	https://huggingface.co/datasets/openbmb/UltraData-Math	apache-2.0	Yes	Yes	fe10db8efd35597fd7fcff8ff576b5ec4ea5ff87									
stack_v3	text	pre-training	v2	https://huggingface.co/datasets/HuggingFaceCode/stack-v3-train	odc-by												
